DIRECTORIO,SECUENCIA_P,SECUENCIA_ENCUESTA,P3050,P3051,P639,P3052,CLASE_TE,COD_DEPTO,AREA,F_EXP
7705209,1,1,2,1,3,1,1,47,"",90.0893548559266
7705211,1,1,1,1,5,1,1,47,"",93.5384420248869
7705211,1,3,1,2,2,2,1,47,"",93.5384420248869
7705214,1,1,1,1,3,2,1,47,"",91.6034733874709
7705214,1,2,1,4,2,4,1,47,"",91.6034733874709
7705215,1,1,1,4,5,1,1,47,"",45.2529358685177
7705221,1,1,1,1,5,1,1,47,"",53.9116604906199
7705228,1,5,1,1,2,4,1,47,"",82.2636552970467
7705233,1,1,1,1,5,2,1,47,"",105.733265713987
7705236,1,1,1,1,5,1,2,47,"",155.830365350582
7705237,1,4,1,1,4,2,2,47,"",87.3615258160058
7705240,1,2,1,5,4,2,2,47,"",101.412353531582
7705241,1,1,1,1,2,6,2,47,"",126.08259629057
7705242,1,2,1,3,5,1,2,47,"",82.2696412279593
7705244,1,1,1,3,5,1,2,47,"",140.49594132914
7705248,1,1,5,3,3,,2,47,"",135.902211026675
7705250,1,1,1,1,5,1,2,47,"",91.5182232732159
7705251,1,1,1,3,5,1,2,47,"",106.381141860944
7705254,1,3,1,1,4,3,2,47,"",70.8842367506131
7705256,1,1,1,3,2,6,2,47,"",99.4991327815467
7705259,1,1,1,1,2,1,1,47,"",89.9780720220685
7705259,1,2,1,1,5,6,1,47,"",89.9780720220685
7705260,1,1,1,1,5,2,1,47,"",87.8572998670914
7705266,1,1,1,2,4,1,1,47,"",87.8572998670914
7705274,1,3,1,2,4,1,1,47,"",77.6013694661591
7705275,1,1,1,1,3,1,1,47,"",101.971699408628
7705275,1,3,1,1,5,1,1,47,"",101.971699408628
7705275,1,4,1,1,1,1,1,47,"",101.971699408628
7705276,1,2,1,3,5,1,1,47,"",88.2184150434972
7705277,1,2,1,4,1,1,1,47,"",86.49157953327
7705279,1,1,1,1,2,1,1,47,"",72.8059878413656
7705281,1,1,1,1,5,1,1,47,"",102.627597911705
7705281,1,2,1,5,5,6,1,47,"",102.627597911705
7705282,1,1,1,1,1,1,1,47,"",75.8622923161221
7705289,1,1,1,1,1,1,1,47,"",122.142350987117
7705289,1,2,1,1,3,6,1,47,"",122.142350987117
7705293,1,1,1,2,5,1,2,47,"",157.217539589438
7705294,1,1,1,3,5,1,2,47,"",99.7720114087981
7705294,1,2,1,4,5,6,2,47,"",99.7720114087981
7705297,1,1,1,4,2,1,2,47,"",85.0114485391889
7705299,1,1,1,2,5,1,2,47,"",112.855261799337
7705299,1,3,1,2,5,1,2,47,"",112.855261799337
7705301,1,1,2,5,5,2,2,47,"",99.7720114087981
7705304,1,1,1,1,5,1,2,47,"",67.4606544759927
7705304,1,2,1,1,2,1,2,47,"",67.4606544759927
7705305,1,1,1,1,4,3,2,47,"",59.777411858266
7705306,1,1,1,1,4,3,2,47,"",73.3540012106633
7705307,1,1,1,2,5,3,2,47,"",58.2113563676692
7705308,1,1,1,6,5,1,2,47,"",38.8437541747849
7705308,1,2,1,1,5,1,2,47,"",38.8437541747849
7705309,1,1,1,1,4,1,2,47,"",52.1820125628451
7705309,1,2,2,2,3,3,2,47,"",52.1820125628451
7705312,1,1,1,1,5,3,2,47,"",75.7053791347865
7705312,1,2,1,4,2,2,2,47,"",75.7053791347865
7705313,1,1,5,2,1,,2,25,"",117.840036419309
7705324,1,1,5,5,5,,2,25,"",64.7952590389171
7705327,1,1,1,5,5,1,2,25,"",87.5739685241258
7705330,1,2,1,5,5,6,2,25,"",64.7952590389171
7705333,1,1,1,2,5,1,2,25,"",90.4099313052299
7705334,1,2,1,1,5,1,2,25,"",115.014894147724
7705339,1,4,5,5,4,,1,25,"",125.976358624088
7705341,1,2,3,5,1,1,1,25,"",113.754867243444
7705343,1,1,1,2,5,1,1,25,"",361.127039973251
7705345,1,1,1,2,5,1,1,25,"",308.865577724995
7705355,1,2,1,5,4,1,1,25,"",317.55681095852
7705362,1,1,1,1,5,1,2,25,"",89.3699011824191
7705363,1,1,1,2,3,1,2,25,"",154.200865560214
7705367,1,2,2,3,5,1,2,25,"",102.927957935108
7705376,1,1,1,1,3,1,2,25,"",114.526127115277
7705384,1,1,3,5,5,1,1,25,"",395.281531799691
7705395,1,1,1,5,5,1,1,25,"",385.568827066257
7705400,1,1,2,3,5,3,2,25,"",149.510847924599
7705402,1,1,1,4,5,3,1,25,"",149.090916602896
7705402,1,2,1,4,2,1,1,25,"",149.090916602896
7705411,1,1,5,3,3,,2,25,"",292.372056694108
7705419,1,2,1,4,2,2,2,68,"",157.532289884555
7705428,1,1,1,1,5,6,1,68,"",81.2885360280739
7705429,1,2,1,5,5,2,2,68,"",80.0673933337342
7705429,1,3,2,5,5,2,2,68,"",80.0673933337342
7705429,1,4,2,5,2,2,2,68,"",80.0673933337342
7705434,1,2,1,6,5,6,2,68,"",92.9785899947111
7705439,1,1,1,4,1,2,1,68,"",71.9369809349844
7705441,1,1,1,5,2,2,1,68,"",67.1143812597785
7705442,1,1,1,1,3,1,1,68,"",48.1853030965057
7705447,1,1,2,2,4,2,1,68,"",100.469819927515
7705455,1,2,1,5,3,3,2,68,"",209.632808605888
7705456,1,1,1,1,4,1,2,68,"",283.179938031009
7705458,1,1,1,5,5,2,2,68,"",232.765445456453
7705459,1,3,1,4,3,6,2,68,"",190.871625028111
7705460,1,1,1,3,5,6,2,68,"",119.843087686549
7705461,1,1,5,1,4,,2,68,"",90.1969633834751
7705464,1,1,1,2,5,3,2,68,"",158.29775306019
7705465,1,2,1,1,5,1,2,68,"",119.977108977938
7705465,1,3,1,5,2,1,2,68,"",119.977108977938
7705466,1,1,1,6,5,1,2,68,"",219.074043723243
7705468,1,1,1,4,2,2,2,68,"",219.208065014631
7705468,1,2,1,5,3,6,2,68,"",219.208065014631
7705469,1,1,1,6,5,1,2,68,"",112.096840042883
7705470,1,1,1,5,5,6,2,68,"",160.913303505021
7705471,1,1,2,2,5,1,2,68,"",143.105756447345
7705473,1,3,1,5,5,1,2,68,"",82.9395299816939
7705479,1,1,1,2,5,2,1,76,"",239.903362873935
7705484,1,2,1,2,5,1,1,76,"",57.0829319933536
7705484,1,3,2,2,5,2,1,76,"",57.0829319933536
7705486,1,2,1,4,5,3,1,76,"",213.49422109639
7705489,1,1,1,4,5,3,2,76,"",75.7917731249377
7705501,1,2,1,2,3,1,1,76,"",276.616274350887
7705502,1,1,1,1,2,2,1,76,"",296.40804108141
7705504,1,1,1,2,5,1,2,76,"",170.497425958792
7705506,1,4,5,2,2,,2,76,"",75.7917731249377
7705515,1,1,1,1,3,1,2,76,"",35.3943617663954
7705516,1,1,1,1,2,1,2,76,"",124.543982445839
7705522,1,3,2,3,5,2,2,76,"",56.8837956959927
7705527,1,1,1,1,1,1,2,76,"",129.367758467423
7705529,1,1,1,1,4,1,2,76,"",129.367758467423
7705530,1,1,1,2,3,5,2,76,"",83.4371710139862
7705546,1,1,1,5,5,6,2,76,"",56.8837956959927
7705552,1,1,4,4,5,,1,76,"",128.376516244906
7705554,1,5,1,1,2,4,1,76,"",267.207705563881
7705555,1,1,1,2,5,1,1,76,"",217.603563943149
7705562,1,1,1,5,5,1,2,76,"",259.033364179108
7705570,1,1,1,5,5,1,1,76,"",307.01922626933
7705577,1,1,1,5,5,1,2,76,"",17.1675695037225
7705587,1,1,1,4,3,6,2,76,"",222.491205949099
7705588,1,1,1,4,3,3,2,76,"",262.490764001326
7705589,1,1,1,2,4,6,2,76,"",189.497908040091
7705592,1,1,1,2,4,1,2,76,"",202.150195989256
7705595,1,1,1,1,2,1,2,76,"",270.421402965149
7705596,1,2,1,2,4,1,1,76,"",217.008263225806
7705596,1,3,1,1,4,6,1,76,"",217.008263225806
7705597,1,4,1,1,3,1,1,76,"",232.135005589011
7705598,1,1,1,2,4,1,1,76,"",187.658030733152
7705601,1,1,1,4,1,1,1,76,"",180.946641214926
7705604,1,1,1,1,5,6,1,76,"",255.557336869398
7705605,1,1,1,4,5,1,1,76,"",135.831413636143
7705607,1,1,1,2,2,1,1,76,"",247.406070076322
7705608,1,2,1,2,1,2,1,76,"",259.910499550283
7705617,1,1,1,1,2,1,1,76,"",151.411086943598
7705618,1,1,1,2,5,1,1,76,"",185.032903673849
7705620,1,1,1,2,5,1,1,76,"",157.570067582735
7705623,1,2,1,1,2,1,1,76,"",126.260064361201
7705624,1,1,1,1,5,6,1,76,"",216.342906895382
7705633,1,1,1,2,4,1,1,76,"",172.629597891916
7705635,1,2,1,5,1,1,1,76,"",267.443328653759
7705636,1,1,1,2,5,1,1,76,"",198.668880181712
7705643,1,1,1,5,5,1,1,76,"",177.0729356396
7705643,1,3,1,2,3,1,1,76,"",177.0729356396
7705645,1,2,1,2,5,6,1,76,"",284.948973765893
7705645,1,4,1,2,4,1,1,76,"",284.948973765893
7705654,1,2,1,5,3,3,1,76,"",184.796719393573
7705665,1,1,1,5,5,1,2,76,"",139.073864382077
7705672,1,1,1,3,5,1,2,76,"",78.6281029695602
7705673,1,2,1,1,2,6,2,76,"",54.6068642349162
7705677,1,3,1,1,5,6,2,76,"",54.6068642349162
7705683,1,1,1,1,5,1,1,52,"",85.9823989601927
7705683,1,2,1,2,5,1,1,52,"",85.9823989601927
7705684,1,1,1,2,5,1,1,52,"",86.4644676619211
7705685,1,1,1,2,5,2,1,52,"",54.6855196004088
7705686,1,1,1,2,5,4,1,52,"",76.5410087749402
7705687,1,1,1,1,5,1,1,52,"",63.1376420815804
7705691,1,1,1,1,5,1,1,52,"",72.7772952164768
7705695,1,1,1,6,5,1,1,52,"",67.9267919511592
7705696,1,1,1,1,1,3,1,52,"",85.6817140766956
7705696,1,3,1,1,1,1,1,52,"",85.6817140766956
7705699,1,1,1,4,5,1,1,52,"",112.362907775788
7705700,1,1,1,3,5,8,1,52,"",56.5399503739153
7705702,1,1,2,2,5,1,1,52,"",50.2423857717932
7705702,1,5,1,2,2,1,1,52,"",50.2423857717932
7705704,1,1,2,1,5,1,2,52,"",151.718362816691
7705704,1,2,2,2,5,1,2,52,"",151.718362816691
7705707,1,1,1,1,5,1,2,52,"",195.682251332922
7705712,1,1,1,1,4,1,2,52,"",382.115762231677
7705713,1,1,2,3,5,2,2,52,"",433.991317648458
7705713,1,2,2,3,4,2,2,52,"",433.991317648458
7705714,1,1,1,1,4,1,2,52,"",225.906892716319
7705715,1,1,1,1,5,8,2,52,"",225.906892716319
7705716,1,1,2,3,5,8,2,52,"",322.378539687731
7705717,1,1,1,1,5,8,2,52,"",149.065704477032
7705718,1,1,1,3,5,1,2,52,"",367.810836430017
7705719,1,2,1,1,5,1,2,52,"",355.731124110961
7705722,1,1,1,3,5,1,2,52,"",392.060045311877
7705726,1,1,1,1,5,1,2,52,"",150.583726592978
7705727,1,2,2,4,1,2,2,52,"",120.322376063417
7705728,1,3,1,1,3,1,2,52,"",235.706343656981
7705729,1,1,1,1,5,1,2,52,"",270.671268901987
7705730,1,1,2,4,2,2,2,52,"",270.671268901987
7705731,1,3,1,1,3,6,2,52,"",130.439627202236
7705732,1,1,1,1,1,1,2,52,"",248.003513154633
7705733,1,2,1,5,1,1,2,52,"",120.322376063417
7705736,1,1,1,3,5,1,2,52,"",217.182765996973
7705737,1,1,2,3,5,2,2,52,"",311.591917909086
7705738,1,2,1,1,5,1,2,52,"",270.212205580717
7705739,1,1,2,3,5,2,2,52,"",164.182944151365
7705741,1,2,1,2,4,1,2,52,"",275.781888939632
7705742,1,2,1,3,3,1,2,52,"",241.383558290668
7705743,1,2,1,1,4,1,2,52,"",182.287531011113
7705746,1,1,1,1,5,1,2,52,"",235.316970594856
7705747,1,2,1,1,3,3,2,52,"",163.014429343012
7705749,1,1,2,2,5,2,2,52,"",60.0038337884913
7705749,1,3,1,1,4,5,2,52,"",60.0038337884913
7705750,1,4,5,3,5,,2,52,"",60.0038337884913
7705751,1,2,1,2,4,1,2,52,"",60.0038337884913
7705752,1,1,1,2,5,3,2,52,"",88.9351218720456
7705752,1,2,1,2,4,1,2,52,"",88.9351218720456
7705753,1,4,2,4,2,1,2,52,"",121.515063340395
7705754,1,1,1,1,4,1,2,52,"",137.509251742851
7705754,1,2,1,4,3,1,2,52,"",137.509251742851
7705755,1,2,1,2,2,2,2,52,"",143.323310337411
7705756,1,1,1,1,5,1,2,52,"",76.3534619151468
7705757,1,1,1,2,3,6,2,52,"",99.9487618557721
7705758,1,2,1,1,2,1,2,52,"",60.0759472833176
7705760,1,1,1,1,5,1,2,52,"",48.0030670307931
7705760,1,2,1,4,1,1,2,52,"",48.0030670307931
7705763,1,3,1,1,5,2,2,52,"",93.0363906831131
7705765,1,2,1,1,4,1,2,52,"",48.0030670307931
7705769,1,1,3,2,1,3,1,17,"",66.1813535591258
7705770,1,1,4,2,4,,1,17,"",66.1813535591258
7705776,1,1,1,2,2,2,1,17,"",41.5282943296829
7705783,1,1,1,5,2,6,1,17,"",34.0422427349108
7705784,1,1,5,1,3,,1,17,"",23.5231736404364
7705793,1,1,2,1,3,6,2,17,"",22.159406361848
7705799,1,1,1,2,1,1,2,17,"",22.159406361848
7705799,1,2,1,2,2,1,2,17,"",22.159406361848
7705800,1,1,1,1,5,1,1,17,"",23.6028105800223
7705802,1,1,1,2,5,6,1,17,"",23.8965573490148
7705804,1,1,1,1,2,1,1,17,"",28.454708501579
7705809,1,3,2,1,3,1,1,17,"",60.3825667941557
7705811,1,1,1,3,5,6,2,17,"",22.159406361848
7705812,1,1,2,1,5,1,2,17,"",41.235298993681
7705814,1,1,2,3,5,6,2,17,"",26.5005119466992
7705816,1,1,1,3,3,1,2,17,"",63.1414013969283
7705818,1,3,1,2,2,1,2,17,"",22.159406361848
7705820,1,1,1,1,4,1,2,17,"",25.6684317304738
7705822,1,1,1,1,5,3,2,17,"",22.159406361848
7705824,1,1,2,4,5,1,2,17,"",45.9835607878816
7705825,1,2,1,4,4,1,2,17,"",41.4839346651683
7705826,1,1,1,2,3,1,2,17,"",22.159406361848
7705828,1,1,1,3,3,1,2,17,"",26.3689524741158
7705829,1,1,2,4,5,3,2,17,"",56.2037632392673
7705834,1,1,1,4,5,1,2,17,"",26.5005119466992
7705845,1,3,2,1,1,1,1,63,"",43.1535779629132
7705849,1,1,1,5,2,1,1,63,"",23.0236085304594
7705854,1,3,1,4,3,1,1,63,"",16.6726683955319
7705871,1,2,1,1,2,1,1,63,"",34.6517862651745
7705878,1,1,1,2,4,1,1,73,"",43.9205973738882
7705879,1,1,1,2,4,1,1,73,"",68.5860078147258
7705891,1,5,1,2,5,1,1,73,"",131.969453832608
7705897,1,1,3,2,5,6,1,73,"",103.593043546181
7705899,1,1,1,1,2,6,1,73,"",62.9755365361021
7705900,1,1,1,1,2,6,1,73,"",66.8373996473179
7705916,1,1,1,2,2,1,1,73,"",68.0774261502751
7705923,1,1,1,2,3,1,1,73,"",196.179860036856
7705924,1,2,1,2,4,1,1,73,"",146.970016745841
7705932,1,1,1,1,4,1,1,73,"",66.8592295642263
7705938,1,1,1,5,5,1,1,73,"",91.479255335023
7705939,1,2,1,1,3,6,1,73,"",109.295026939367
7705945,1,1,1,2,5,1,2,73,"",34.7006184996323
7705948,1,1,1,4,3,1,2,73,"",42.7037418457814
7705948,1,2,4,1,1,,2,73,"",42.7037418457814
7705956,1,1,1,2,5,1,2,73,"",35.7915422533442
7705957,1,3,1,2,4,1,2,73,"",25.4691664966546
7705958,1,1,1,2,5,1,2,73,"",90.5700871912132
7705970,1,1,1,1,4,3,2,73,"",31.1509081267839
7705972,1,2,3,2,4,2,2,73,"",47.6479532073267
7705974,1,2,1,5,5,3,2,73,"",90.2304128483832
7705977,1,1,1,2,1,1,1,73,"",85.9452709032981
7705978,1,1,1,2,5,1,1,73,"",63.7157295424157
7705978,1,2,1,2,1,4,1,73,"",63.7157295424157
7705981,1,1,1,2,2,1,1,73,"",137.790772618829
7705984,1,1,1,2,5,1,1,73,"",211.405475515467
7705984,1,5,1,2,1,1,1,73,"",211.405475515467
7705987,1,2,3,2,1,1,1,73,"",58.6040627555267
7705990,1,1,2,2,5,1,1,73,"",134.07612276054
7705994,1,2,1,2,5,1,1,73,"",210.242979456258
7706005,1,1,1,1,4,6,1,73,"",113.48180231065
7706013,1,1,1,3,5,6,2,73,"",46.8798241534794
7706016,1,3,1,1,4,3,2,73,"",46.8798241534794
7706018,1,1,1,3,5,6,2,73,"",46.8798241534794
7706025,1,1,1,1,5,6,2,73,"",95.799540824517
7706027,1,1,1,1,2,1,2,73,"",40.5690785943571
7706028,1,1,1,2,3,3,2,73,"",83.41949791891
7706032,1,1,1,3,5,1,2,73,"",57.7257927998687
7706034,1,1,1,2,4,1,2,73,"",40.5690785943571
7706043,1,1,5,3,5,,2,73,"",46.8798241534794
7706045,1,1,5,3,5,,2,73,"",56.0637464628737
7706052,1,1,5,3,4,,2,73,"",96.3958642618516
7706053,1,1,5,1,5,,2,73,"",85.4332906680766
7706056,1,1,5,3,5,,2,73,"",43.5257723015032
7706056,1,2,1,2,3,1,2,73,"",43.5257723015032
7706057,1,1,4,2,4,,2,73,"",52.0526240653813
7706058,1,1,4,2,5,,2,73,"",150.773445838092
7706059,1,1,1,2,2,1,2,73,"",43.5257723015032
7706060,1,1,4,2,5,,2,73,"",69.1822011877657
7706062,1,2,4,3,5,,2,73,"",68.3662729837001
7706063,1,1,4,2,4,,2,73,"",52.0526240653813
7706074,1,1,1,2,3,3,2,73,"",43.5257723015032
7706075,1,2,1,3,3,1,1,73,"",247.740468746647
7706077,1,1,1,2,2,1,1,73,"",98.2134855813207
7706081,1,1,2,5,5,1,1,73,"",268.124517533527
7706088,1,2,1,2,5,1,1,73,"",221.686357000751
7706094,1,1,4,2,5,,2,73,"",95.9325475292826
7706095,1,2,1,3,5,1,2,73,"",82.0471445819322
7706095,1,5,1,6,4,1,2,73,"",82.0471445819322
7706097,1,1,1,2,4,1,1,73,"",213.201082425172
7706098,1,1,2,3,2,2,2,73,"",43.5257723015032
7706101,1,1,1,3,4,1,2,73,"",106.893522374191
7706102,1,1,1,2,5,1,2,73,"",109.573795016407
7706102,1,2,1,1,4,6,2,73,"",109.573795016407
7706104,1,1,2,2,5,1,2,73,"",145.719878574323
7706105,1,1,5,3,5,,2,73,"",43.5257723015032
7706107,1,1,2,2,5,2,2,73,"",150.773445838092
7706107,1,2,1,2,5,1,2,73,"",150.773445838092
7706108,1,1,1,2,5,1,2,73,"",52.0526240653813
7706115,1,2,1,2,5,1,2,73,"",142.757538358576
7706118,1,1,1,2,5,1,1,23,"",146.708161564259
7706119,1,1,1,2,3,1,1,23,"",244.729195278786
7706119,1,3,2,2,3,1,1,23,"",244.729195278786
7706121,1,1,1,2,2,2,1,23,"",215.06425932547
7706122,1,1,1,1,1,1,1,23,"",195.239215920907
7706122,1,2,1,3,5,1,1,23,"",195.239215920907
7706123,1,1,1,1,5,6,1,23,"",190.282921553181
7706133,1,3,1,2,2,1,1,23,"",139.755768197852
7706133,1,4,1,4,1,1,1,23,"",139.755768197852
7706139,1,2,1,4,3,1,1,23,"",109.290533099981
7706139,1,3,1,1,5,1,1,23,"",109.290533099981
7706144,1,1,1,1,5,1,2,23,"",237.026613164206
7706146,1,1,1,3,5,1,2,23,"",286.651441314221
7706146,1,3,2,3,5,1,2,23,"",286.651441314221
7706148,1,1,1,1,5,6,2,23,"",241.517421346937
7706148,1,3,1,1,5,6,2,23,"",241.517421346937
7706149,1,2,1,2,4,3,2,23,"",215.593615978555
7706152,1,1,1,4,4,1,2,23,"",190.103742294219
7706152,1,2,1,3,5,1,2,23,"",190.103742294219
7706154,1,1,1,2,1,1,2,23,"",209.55941547139
7706157,1,1,1,1,5,1,2,23,"",213.789495127494
7706160,1,1,1,1,2,1,2,23,"",166.340774507442
7706165,1,1,1,4,5,1,2,23,"",140.284130776273
7706165,1,2,1,1,4,1,2,23,"",140.284130776273
7706166,1,1,1,2,5,1,2,23,"",111.71971384386
7706169,1,1,1,2,5,1,2,23,"",120.975108732685
7706172,1,1,2,2,5,1,2,23,"",216.451621948523
7706173,1,2,1,2,3,2,2,23,"",239.419968527294
7706175,1,1,1,2,2,3,2,23,"",217.934227841986
7706181,1,1,1,3,4,1,2,23,"",149.951792501686
7706181,1,2,1,2,5,4,2,23,"",149.951792501686
7706181,1,3,1,1,3,6,2,23,"",149.951792501686
7706181,1,4,1,5,5,1,2,23,"",149.951792501686
7706182,1,1,1,1,2,1,2,23,"",197.894538680727
7706182,1,3,1,1,1,1,2,23,"",197.894538680727
7706186,1,1,1,1,5,3,2,23,"",136.161794080619
7706186,1,2,1,1,4,3,2,23,"",136.161794080619
7706187,1,2,1,4,1,2,2,23,"",151.368611967609
7706191,1,1,1,1,2,1,1,05,05,100.620438353165
7706192,1,1,2,2,5,1,1,05,05,102.672516676527
7706198,1,2,1,1,5,1,1,05,05,153.65250716348
7706202,1,2,1,5,5,1,1,05,05,100.160969125669
7706204,1,1,1,5,2,1,1,05,05,74.4551335260504
7706210,1,3,1,1,5,1,1,05,05,89.0848573325606
7706212,1,2,1,1,5,3,1,05,05,86.5788218827092
7706213,1,1,1,1,2,8,1,05,05,97.0990425968872
7706214,1,1,1,2,5,1,1,05,05,231.071425823148
7706220,1,1,2,3,5,3,1,05,05,153.45387690086
7706226,1,1,1,1,3,1,1,05,05,139.508755577264
7706233,1,1,1,5,5,6,1,05,05,112.025947398097
7706233,1,2,1,1,5,3,1,05,05,112.025947398097
7706241,1,1,1,5,5,1,1,05,05,128.625395826614
7706241,1,4,2,5,4,1,1,05,05,128.625395826614
7706244,1,1,1,2,4,3,1,05,05,117.653321954773
7706244,1,2,1,2,3,6,1,05,05,117.653321954773
7706245,1,2,1,1,5,6,1,05,05,82.8933182024583
7706252,1,1,1,2,4,6,1,05,05,103.761904983294
7706263,1,2,1,1,4,6,1,05,05,151.644214016774
7706276,1,1,1,2,3,1,1,05,05,53.7434024111302
7706276,1,2,1,1,5,6,1,05,05,53.7434024111302
7706283,1,1,1,2,4,1,1,05,05,113.129418154898
7706286,1,2,1,1,2,1,1,05,05,113.185972022274
7706291,1,1,1,5,5,1,1,05,05,98.6998569462885
7706298,1,1,1,1,2,1,1,08,08,39.4634045371251
7706299,1,1,1,5,5,1,1,08,08,57.5804565490239
7706305,1,1,1,4,3,6,1,08,08,53.9856521846395
7706306,1,1,3,2,5,1,1,08,08,50.5652809874412
7706306,1,2,1,2,5,1,1,08,08,50.5652809874412
7706307,1,2,2,2,4,6,1,08,08,61.4006983418928
7706309,1,1,1,2,5,1,1,08,08,83.9476439873178
7706315,1,1,3,5,1,2,1,08,08,71.7482901568586
7706316,1,1,1,2,2,1,1,08,08,72.2323997876168
7706319,1,1,1,2,3,1,1,08,08,68.1396629163702
7706319,1,2,1,2,5,1,1,08,08,68.1396629163702
7706320,1,1,1,1,4,1,1,08,08,39.4384167271652
7706320,1,3,1,2,2,1,1,08,08,39.4384167271652
7706321,1,1,1,2,2,1,1,08,08,66.9074560711289
7706321,1,2,1,1,3,6,1,08,08,66.9074560711289
7706326,1,2,2,3,5,1,1,08,08,52.7502253077087
7706333,1,1,2,2,4,1,1,08,08,62.7797538872513
7706339,1,2,1,4,1,1,1,08,08,62.4856698240046
7706342,1,1,3,1,1,4,1,08,08,64.3876807155658
7706343,1,2,1,1,5,6,1,08,08,64.3876807155658
7706344,1,3,1,1,3,1,1,08,08,47.6859560234891
7706346,1,1,1,1,4,1,1,08,08,52.6873329306952
7706348,1,1,1,1,5,3,1,08,08,34.9343212643855
7706350,1,3,1,1,2,4,1,08,08,51.3737628479014
7706351,1,1,1,1,2,1,1,08,08,50.6201815815595
7706355,1,1,1,4,1,1,1,08,08,49.9622992734065
7706360,1,1,1,2,5,1,1,08,08,176.103058367359
7706363,1,5,1,1,5,4,1,08,08,44.0257645918398
7706364,1,2,1,4,2,1,1,08,08,44.0257645918398
7706364,1,3,1,1,2,1,1,08,08,44.0257645918398
7706365,1,1,1,1,5,1,1,08,08,44.0257645918398
7706368,1,1,1,4,4,1,1,08,08,65.2257183244169
7706369,1,3,1,1,1,1,1,08,08,44.4427333676507
7706370,1,1,1,1,5,6,1,08,08,71.8268611656195
7706374,1,1,1,1,4,2,1,08,08,48.9198009057776
7706375,1,3,1,5,4,1,1,08,08,46.7310184495587
7706377,1,1,1,1,5,1,1,08,08,61.1078968696533
7706379,1,1,1,2,5,1,1,08,08,44.0257645918398
7706380,1,2,1,2,4,1,1,08,08,50.374119900819
7706385,1,2,1,1,2,1,1,08,08,57.2470212373295
7706387,1,3,1,1,2,6,1,08,08,57.2415127731679
7706388,1,1,1,1,5,1,1,08,08,101.854221729594
7706397,1,1,1,1,3,2,1,08,08,80.9999583518127
7706403,1,1,1,2,2,1,1,08,08,88.7157014661584
7706404,1,1,1,2,5,6,1,08,08,46.4870181936306
7706410,1,3,1,2,1,1,1,08,08,64.3876807155658
7706426,1,1,1,2,5,6,1,11,11,341.245922445638
7706441,1,1,1,2,5,1,1,11,11,251.060063715081
7706441,1,2,1,2,5,1,1,11,11,251.060063715081
7706442,1,3,1,3,4,1,1,11,11,240.824380461934
7706446,1,1,1,2,1,1,1,11,11,366.217942097864
7706448,1,2,1,5,2,6,1,11,11,354.91276388341
7706449,1,1,1,2,5,6,1,11,11,329.279755457277
7706449,1,2,1,2,5,6,1,11,11,329.279755457277
7706454,1,1,1,2,2,1,1,11,11,218.93663720333
7706455,1,1,1,1,5,1,1,11,11,195.088827968146
7706455,1,2,1,4,1,6,1,11,11,195.088827968146
7706460,1,1,1,1,1,1,1,11,11,267.21024902068
7706468,1,1,3,5,4,3,1,11,11,319.927004611383
7706491,1,2,1,2,4,2,1,11,11,300.067435942214
7706493,1,1,1,2,5,2,1,11,11,325.734744152654
7706493,1,2,1,1,2,1,1,11,11,325.734744152654
7706498,1,2,1,5,2,1,1,11,11,398.611081596553
7706499,1,1,1,3,3,1,1,13,13,43.8841146767706
7706499,1,3,1,1,3,1,1,13,13,43.8841146767706
7706509,1,1,1,5,5,1,1,13,13,33.5197284207887
7706510,1,1,1,2,2,1,1,13,13,52.4467921962839
7706524,1,1,1,2,5,1,1,13,13,50.9644466389977
7706525,1,3,1,2,5,1,1,13,13,37.8806781432595
7706526,1,1,1,2,5,6,1,13,13,43.6802835186184
7706527,1,2,1,4,1,5,1,13,13,41.137544438369
7706528,1,2,1,1,5,1,1,13,13,45.0673413391653
7706529,1,1,1,1,4,1,1,13,13,52.6651817209148
7706530,1,1,1,2,5,5,1,13,13,49.6106077286939
7706530,1,2,1,1,5,1,1,13,13,49.6106077286939
7706531,1,2,1,2,4,4,1,13,13,40.6087769210152
7706532,1,3,1,1,1,3,1,13,13,49.6510075726865
7706534,1,1,1,1,2,6,1,13,13,52.2508467334169
7706534,1,2,1,4,2,1,1,13,13,52.2508467334169
7706542,1,2,2,2,3,2,1,15,15,10.0596600869487
7706543,1,4,1,1,4,1,1,15,15,6.307982308517
7706548,1,1,1,5,5,1,1,15,15,6.81603102028124
7706549,1,1,1,2,5,1,1,15,15,6.83585228935096
7706549,1,2,1,1,5,1,1,15,15,6.83585228935096
7706562,1,1,1,5,4,2,1,15,15,10.2670088978231
7706564,1,2,1,1,5,2,1,15,15,9.46938377654306
7706610,1,1,1,1,3,1,1,17,17,13.4125163859381
7706613,1,1,1,2,3,1,1,17,17,20.5941468557249
7706613,1,2,1,2,3,1,1,17,17,20.5941468557249
7706619,1,1,1,5,5,1,1,17,17,20.6980109620294
7706625,1,1,2,2,5,1,1,17,17,12.0825687628258
7706633,1,1,1,2,3,1,1,17,17,12.864761529163
7706644,1,2,1,1,5,1,1,17,17,15.6200759710892
7706647,1,2,1,3,5,1,1,17,17,17.3303201941439
7706647,1,3,2,2,3,6,1,17,17,17.3303201941439
