DIRECTORIO,SECUENCIA_P,SECUENCIA_ENCUESTA,P3050,P3051,P639,P3052,CLASE_TE,COD_DEPTO,AREA,F_EXP
7960612,1,2,1,2,4,1,1,27,27,3.68940027280614
7960621,1,2,1,2,4,1,1,27,27,4.11508035937921
7960623,1,1,1,5,4,1,1,27,27,3.82598555534301
7960635,1,2,1,4,2,1,1,41,41,12.0754277645725
7960638,1,2,2,2,3,1,1,41,41,12.0754277645725
7960645,1,1,1,2,5,3,1,41,41,22.0026070727136
7960647,1,1,1,2,2,3,1,41,41,21.0960088419067
7960663,1,1,1,2,5,1,1,41,41,9.51029888070092
7960664,1,3,1,2,4,3,1,41,41,10.9845229744789
7960693,1,1,1,2,1,1,1,41,41,9.81478340296976
7960711,1,1,1,5,5,4,1,44,44,7.12210274146604
7960720,1,1,1,4,4,4,1,44,44,6.54495352617561
7960721,1,1,1,4,3,1,1,44,44,8.14117602661431
7960724,1,1,1,2,2,1,1,44,44,5.6301577938396
7960727,1,1,1,5,4,1,1,44,44,8.49765752596661
7960731,1,2,1,2,1,2,1,44,44,8.50602518327693
7960735,1,1,1,5,5,1,1,44,44,8.68751703515684
7960736,1,1,1,5,5,1,1,44,44,4.98749732296389
7960736,1,2,1,2,2,1,1,44,44,4.98749732296389
7960748,1,1,1,1,4,1,1,47,47,15.2846492238679
7960759,1,2,1,2,3,1,1,47,47,24.2809072617323
7960761,1,1,1,1,4,1,1,47,47,22.9949656094664
7960763,1,2,2,2,3,1,1,47,47,23.9967452431423
7960765,1,2,1,1,3,1,1,47,47,16.6860047808991
7960770,1,2,1,1,3,1,1,47,47,15.4809263036363
7960772,1,2,1,5,4,1,1,47,47,17.7027662168411
7960774,1,2,1,5,4,1,1,47,47,16.2571447127203
7960776,1,2,1,2,5,1,1,47,47,24.7787170996352
7960777,1,2,1,1,2,8,1,50,50,27.5713100960898
7960782,1,1,1,1,4,6,1,50,50,25.2402095701451
7960787,1,1,1,2,5,1,1,50,50,14.4151701158771
7960803,1,1,1,1,2,3,1,50,50,17.2860180784792
7960804,1,1,1,1,2,1,1,50,50,13.7444890032604
7960807,1,1,1,1,1,2,1,50,50,17.7681248520454
7960809,1,2,2,1,5,1,1,50,50,14.8406130842137
7960810,1,1,1,2,3,3,1,50,50,25.1184074271605
7960810,1,2,1,2,5,1,1,50,50,25.1184074271605
7960810,1,3,1,2,1,2,1,50,50,25.1184074271605
7960811,1,2,1,2,3,1,1,50,50,25.1916600942458
7960812,1,1,2,7,3,8,1,50,50,23.8619600751048
7960814,1,2,2,4,5,1,1,50,50,31.9134412490149
7960815,1,1,1,5,3,1,1,50,50,28.9863402970609
7960819,1,2,3,2,5,3,1,50,50,15.9176925643209
7960820,1,2,1,1,5,6,1,50,50,18.9502445909674
7960825,1,1,4,5,5,,1,50,50,11.4158562186259
7960825,1,2,1,4,4,1,1,50,50,11.4158562186259
7960832,1,2,1,7,2,1,1,50,50,22.2968665928931
7960838,1,1,2,3,5,2,1,52,52,10.2291341756912
7960839,1,1,1,1,1,1,1,52,52,12.3949341429304
7960841,1,1,1,3,4,1,1,52,52,14.1389462328158
7960843,1,2,2,2,4,1,1,52,52,12.492408916467
7960847,1,2,2,2,5,1,1,52,52,12.1045421303597
7960848,1,1,1,2,1,3,1,52,52,12.9331904598966
7960854,1,1,1,5,4,1,1,52,52,25.2322179494636
7960854,1,4,1,1,5,1,1,52,52,25.2322179494636
7960856,1,2,1,1,5,6,1,52,52,16.0285551029512
7960858,1,2,1,1,4,1,1,52,52,15.093902331425
7960858,1,3,1,5,4,1,1,52,52,15.093902331425
7960860,1,1,1,1,1,1,1,52,52,18.4790616122933
7960863,1,2,1,2,5,3,1,52,52,12.0385949559236
7960866,1,2,1,1,1,1,1,52,52,9.75126191429813
7960870,1,1,1,6,5,1,1,52,52,18.7662146522155
7960876,1,1,1,5,5,1,1,52,52,11.7740939559152
7960877,1,1,1,1,4,2,1,52,52,19.8242585605018
7960879,1,1,1,1,5,1,1,52,52,14.11581680162
7960882,1,2,1,4,5,2,1,52,52,10.4448468674902
7960885,1,1,1,5,4,1,1,52,52,14.4851733150842
7960887,1,1,2,2,5,2,1,52,52,14.5639532098527
7960888,1,2,1,2,1,2,1,52,52,13.1646235870103
7960891,1,1,1,2,1,1,1,52,52,18.44585493127
7960893,1,1,1,2,5,6,1,52,52,14.2614203593839
7960896,1,1,1,2,3,1,1,52,52,18.4790616122933
7960907,1,1,2,2,2,2,1,52,52,13.8383820502802
7960910,1,1,1,2,3,2,1,52,52,9.19693543814871
7960915,1,1,1,2,5,6,1,54,54,31.2143587587664
7960920,1,1,1,2,1,3,1,54,54,23.0091014723316
7960924,1,1,1,2,5,1,1,54,54,35.2998709381698
7960934,1,1,1,4,1,1,1,54,54,26.038238404681
7960935,1,1,1,2,5,1,1,54,54,24.7629535333173
7960937,1,1,1,4,2,1,1,54,54,32.2127420612643
7960938,1,1,1,2,5,6,1,54,54,38.7748594790986
7960941,1,1,1,3,5,6,1,54,54,26.436403700272
7960941,1,3,1,2,2,1,1,54,54,26.436403700272
7960944,1,1,1,2,5,1,1,54,54,35.5862665293862
7960947,1,5,1,2,3,2,1,54,54,27.7947897141354
7960951,1,3,1,2,4,1,1,54,54,19.0823926981953
7960965,1,3,1,6,1,1,1,54,54,27.2624966943376
7960970,1,1,1,1,5,1,1,54,54,17.8293265439884
7960978,1,1,1,2,4,2,1,54,54,35.7624580593889
7960984,1,1,1,5,5,1,1,54,54,28.7308218222923
7960991,1,1,1,2,4,4,1,54,54,75.8540767213236
7960991,1,2,1,5,5,1,1,54,54,75.8540767213236
7960994,1,2,1,2,3,1,1,54,54,49.1218428142034
7961003,1,2,1,2,5,1,1,54,54,39.8587992240335
7961007,1,1,1,2,5,6,1,54,54,54.6846364602008
7961007,1,2,1,2,5,1,1,54,54,54.6846364602008
7961009,1,1,1,2,5,1,1,54,54,70.5109902983288
7961013,1,2,1,2,5,1,1,54,54,28.4777360945878
7961016,1,1,1,2,4,1,1,54,54,42.4880192764471
7961024,1,2,1,4,5,1,1,63,63,16.6021546184261
7961031,1,1,1,1,5,1,1,63,63,7.393232485665
7961033,1,2,1,2,2,6,1,63,63,9.52798077366791
7961037,1,1,1,2,5,2,1,63,63,13.1649562587382
7961040,1,1,1,2,1,1,1,63,63,13.9616043794486
7961041,3,1,1,1,5,1,1,63,63,5.74413382927965
7961042,1,1,1,2,5,2,1,63,63,8.61769156867204
7961042,1,2,1,4,2,2,1,63,63,8.61769156867204
7961046,1,1,1,2,5,6,1,63,63,18.0691665239802
7961046,1,2,1,4,2,1,1,63,63,18.0691665239802
7961049,1,1,1,2,2,1,1,63,63,11.8926447181193
7961053,1,1,1,5,5,6,1,63,63,11.9992421888259
7961054,1,3,1,2,3,3,1,63,63,14.6308606797766
7961060,1,1,1,5,3,6,1,63,63,10.1483901594618
7961068,1,1,1,1,5,1,1,63,63,16.2102879945899
7961069,1,1,1,1,3,1,1,63,63,15.3057845357304
7961070,1,1,1,2,2,6,1,63,63,14.2394590111406
7961077,1,1,1,2,5,1,1,63,63,13.8623109106219
7961078,1,2,1,4,2,6,1,63,63,10.0654574192139
7961081,1,1,1,1,5,1,1,63,63,12.0239281473252
7961092,1,2,1,2,2,1,1,63,63,6.77218661788498
7961094,1,3,1,2,2,6,1,63,63,15.8277734183417
7961096,1,1,1,2,4,3,1,63,63,11.9838650166979
7961096,1,2,1,2,4,3,1,63,63,11.9838650166979
7961103,1,3,1,5,5,1,1,66,66,35.9288642468715
7961107,1,7,1,5,5,1,1,66,66,18.8483793361605
7961110,1,1,1,5,5,6,1,66,66,35.9288642468715
7961115,1,1,1,2,4,1,1,66,66,13.5330347504087
7961116,1,1,1,4,5,1,1,66,66,55.2546608355134
7961120,1,1,1,4,3,1,1,66,66,26.5617217884093
7961121,2,1,1,4,2,6,1,66,66,38.4565666016254
7961124,1,2,1,1,5,6,1,66,66,54.1996813914586
7961125,1,1,1,2,3,2,1,66,66,13.4183395548205
7961129,1,1,1,5,4,1,1,66,66,13.5658247220879
7961136,1,1,1,4,4,6,1,66,66,15.7719059829403
7961144,1,1,1,1,1,1,1,66,66,10.0433566522338
7961155,1,2,1,1,2,1,1,66,66,31.3086869574383
7961163,1,2,2,2,5,1,1,66,66,24.2162853909966
7961170,1,3,1,2,5,1,1,66,66,11.5748163872161
7961176,1,1,1,2,5,1,1,66,66,19.4695000322843
7961178,1,1,1,2,2,6,1,66,66,20.7563538270291
7961189,1,1,1,2,4,4,1,68,"",40.5494008503006
7961199,1,2,1,4,2,1,1,68,"",32.8150148620774
7961206,1,1,1,2,4,2,1,68,"",22.4623210338614
7961213,1,1,1,1,2,6,1,68,68,26.0827885891509
7961214,1,1,1,1,5,1,1,68,68,26.6960069314364
7961214,1,3,1,1,5,1,1,68,68,26.6960069314364
7961215,1,1,1,1,3,6,1,68,68,31.7101442655968
7961215,1,2,1,4,2,1,1,68,68,31.7101442655968
7961217,1,1,1,1,4,6,1,68,68,41.9815087248229
7961217,1,3,1,1,5,6,1,68,68,41.9815087248229
7961218,1,1,1,1,3,1,1,68,68,26.0827885891509
7961220,1,2,1,1,5,1,1,68,68,24.8368732583783
7961223,1,1,1,1,4,1,1,68,68,25.6756993392222
7961227,1,2,1,1,5,1,1,68,68,27.7724382913747
7961232,1,6,1,1,2,6,1,68,68,19.4879147749471
7961234,1,1,1,5,5,3,1,68,68,51.974432284851
7961243,1,1,1,5,5,4,1,68,68,37.7193515350023
7961244,2,1,1,1,4,1,1,68,68,23.6887657837949
7961245,1,1,1,1,4,6,1,68,68,22.7838638142756
7961246,1,4,1,1,4,1,1,68,68,35.7180558337001
7961249,1,2,1,2,5,1,1,68,68,23.2075286909074
7961252,1,1,1,5,5,1,1,68,68,35.7128336083725
7961252,1,2,1,4,4,1,1,68,68,35.7128336083725
7961257,1,2,1,1,3,1,1,68,68,39.0094113876964
7961262,1,2,1,5,4,1,1,68,68,29.4705379129228
7961267,1,1,1,2,4,1,1,68,68,163.343983626188
7961267,1,2,1,1,1,6,1,68,68,163.343983626188
7961269,1,1,1,5,4,1,1,68,68,15.1178975223832
7961270,1,1,1,5,4,1,1,68,68,21.597053057374
7961272,1,1,1,5,5,1,1,68,68,26.4188286432622
7961272,1,2,1,4,3,1,1,68,68,26.4188286432622
7961274,1,1,1,1,5,2,1,68,68,22.7838638142756
7961275,1,1,1,1,4,1,1,68,68,81.4892066175066
7961278,1,1,1,1,5,6,1,68,68,181.52553043516
7961286,1,1,2,2,5,1,1,68,68,152.246211694585
7961287,1,1,1,1,5,1,1,68,68,127.855612022724
7961296,1,1,1,3,5,6,1,68,68,75.7453400974034
7961306,1,1,1,5,1,6,1,68,68,43.113628387462
7961312,1,1,1,5,5,1,1,68,68,29.5349223730091
7961316,1,1,1,2,3,6,1,68,68,51.974432284851
7961320,1,1,1,2,3,3,1,68,68,25.5880810031691
7961321,1,1,1,1,5,6,1,68,68,32.6933004460369
7961321,1,3,1,2,2,1,1,68,68,32.6933004460369
7961323,1,1,1,5,4,1,1,68,68,20.78033224278
7961332,1,3,1,2,2,4,1,70,70,16.1917931199337
7961332,1,5,1,6,5,1,1,70,70,16.1917931199337
7961333,1,2,1,5,5,2,1,70,70,18.8727040181851
7961334,1,1,1,1,5,1,1,70,70,12.8315114705777
7961335,1,1,1,5,5,1,1,70,70,11.0412640486403
7961336,1,1,1,4,2,2,1,70,70,10.5597101730479
7961338,1,1,1,1,1,1,1,70,70,10.0232449383797
7961339,1,2,1,5,5,1,1,70,70,12.7595874037607
7961340,1,1,1,5,5,1,1,70,70,12.7682344570479
7961343,1,3,1,5,5,1,1,70,70,10.1062308543954
7961344,1,1,1,5,4,1,1,70,70,14.9658207110066
7961345,1,1,1,5,5,1,1,70,70,16.4969299230791
7961346,1,1,1,4,4,1,1,70,70,10.9619350677262
7961346,1,2,1,2,5,6,1,70,70,10.9619350677262
7961348,1,1,1,2,4,6,1,70,70,11.7855838099177
7961349,1,1,1,2,3,1,1,70,70,14.3642637641789
7961352,1,2,1,5,5,1,1,70,70,15.8143977002807
7961353,1,1,1,2,2,1,1,70,70,14.145972602629
7961355,1,1,1,2,2,1,1,70,70,12.5232160121855
7961357,1,1,1,5,5,1,1,70,70,12.616575167703
7961357,1,3,1,4,4,1,1,70,70,12.616575167703
7961358,1,1,1,2,4,1,1,70,70,9.45803756296675
7961369,1,1,1,1,5,1,1,73,73,20.2812643143525
7961370,1,1,1,7,5,1,1,73,73,24.9685901594914
7961375,1,1,1,4,4,3,1,73,73,26.9006191080378
7961383,1,1,1,5,4,1,1,76,"",19.9602673315167
7961387,1,1,1,2,2,2,1,76,"",101.501305469562
7961404,1,1,1,1,1,1,1,76,76,124.439705499164
7961418,1,3,2,3,2,1,1,76,76,8.05068537300043
7961429,1,2,1,4,3,1,1,76,76,110.948477969985
7961430,1,1,1,5,3,1,1,76,76,113.39631378142
7961433,1,1,1,1,5,1,1,76,76,117.587619081634
7961435,1,2,1,2,5,1,1,76,76,191.096938071811
7961441,1,2,1,4,2,1,1,76,76,160.266684120831
7961450,1,3,1,1,5,6,1,76,76,158.966433008631
7961451,1,1,1,1,5,1,1,76,76,105.613834239533
7961458,1,1,1,2,2,1,1,76,76,11.8713703815135
7961459,1,1,1,5,5,1,1,76,76,76.4691323349129
7961460,1,1,1,2,5,1,1,76,76,54.8643294750821
7961461,1,1,1,1,1,3,1,76,76,92.6894812008125
7961461,1,2,1,4,1,1,1,76,76,92.6894812008125
7961462,1,1,2,3,3,6,1,76,76,81.7957408526619
7961464,1,1,1,5,5,6,1,76,76,86.2153748894147
7961468,1,2,1,5,2,1,1,76,76,101.338534065902
7961471,1,1,1,1,1,1,1,76,76,74.0495015661662
7961472,1,1,1,1,5,3,1,76,76,81.3504024572914
7961526,1,1,1,5,4,6,1,88,88,4.96829209519714
7961530,1,2,1,1,3,6,1,88,88,10.5803408617625
7961542,1,2,1,4,5,6,1,88,88,7.52896598962193
7961546,1,1,1,2,4,1,1,88,88,3.98787198705936
7961619,1,1,1,2,4,4,2,13,"",96.8076966480835
7961620,1,1,1,2,1,4,2,13,"",135.434293954955
7961623,1,1,1,4,3,1,2,13,"",165.285749138468
7961625,1,2,1,3,5,1,2,13,"",153.53667403289
7961626,1,1,1,5,5,1,2,13,"",155.170009581746
7961630,1,1,1,3,5,1,2,13,"",123.771627580745
7961632,1,1,1,1,3,4,2,13,"",120.569285013074
7961633,1,1,1,2,5,4,2,13,"",96.8076966480835
7961644,1,1,1,3,5,1,2,44,"",112.125528142537
7961645,1,1,2,3,4,2,2,44,"",196.342203370688
7961645,1,2,2,3,4,2,2,44,"",196.342203370688
7961647,1,1,1,3,5,1,2,44,"",121.12566393391
7961648,1,2,1,3,5,1,2,44,"",212.055283913843
7961649,1,1,2,3,5,2,2,44,"",136.261277560757
7961650,1,1,1,3,5,1,2,44,"",145.666598272534
7961652,1,1,1,3,5,1,2,44,"",150.404362802011
7961653,1,1,1,3,4,2,2,44,"",190.027637723739
7961655,1,2,1,1,5,1,1,44,"",26.7806691598975
7961663,1,1,1,1,4,3,2,70,"",122.217587425165
7961663,1,2,1,1,1,1,2,70,"",122.217587425165
7961680,1,2,1,2,4,1,2,70,"",105.205176998811
7961686,1,1,1,1,5,2,1,70,"",66.6606921030312
7961689,1,1,1,2,5,1,1,70,"",63.4302833764911
7961693,1,1,1,5,5,1,1,70,"",124.473357077902
7961694,1,1,1,5,5,1,1,70,"",63.4302833764911
7961697,1,1,2,2,5,3,1,70,"",76.6859941581495
7961716,1,1,1,2,5,1,1,70,"",26.7350653781717
7961717,1,2,1,4,5,3,1,70,"",39.7186406867099
7961735,1,1,1,4,4,1,1,70,"",77.2938174821742
7961738,1,1,2,2,5,1,1,70,"",79.1874435676188
7961746,1,1,2,2,5,2,1,70,"",76.0554228341189
7961747,1,1,1,4,5,1,1,70,"",60.9138310256545
7961747,1,2,1,2,5,2,1,70,"",60.9138310256545
7961751,1,1,2,2,5,3,1,25,"",383.453134020608
7961756,1,1,1,1,2,1,1,25,"",143.042014852086
7961759,1,1,1,1,2,1,2,25,"",296.198349789798
7961764,1,1,1,3,5,1,2,25,"",346.709088499668
7961772,1,1,1,2,5,2,1,18,"",34.4837818946591
7961774,1,1,3,1,5,2,1,18,"",34.1057911215246
7961782,1,1,1,1,2,1,1,18,"",31.7535855126812
7961789,1,1,1,1,5,1,1,15,"",245.999035336606
7961791,1,1,2,2,5,1,1,15,"",179.320737412073
7961793,1,1,2,3,5,1,1,15,"",317.417139793167
7961799,1,1,1,1,5,1,1,15,"",177.119305442356
7961800,1,1,2,1,5,3,1,15,"",227.861830896964
7961804,1,1,1,1,5,3,1,15,"",182.467945703772
7961810,1,1,1,2,2,2,1,15,"",228.54034065108
7961811,1,3,1,2,3,3,1,15,"",140.116518858105
7961814,1,1,2,2,1,1,2,15,"",179.649686364284
7961816,1,2,2,3,3,6,2,15,"",199.804005015572
7961816,1,3,2,3,3,6,2,15,"",199.804005015572
7961816,1,4,2,3,3,6,2,15,"",199.804005015572
7961827,1,1,2,3,5,1,2,15,"",214.692629689105
7961828,1,1,2,2,4,3,2,15,"",105.225589538607
7961828,1,3,2,1,4,3,2,15,"",105.225589538607
7961829,1,1,2,3,5,6,2,15,"",135.124091992903
7961832,1,1,1,1,2,1,2,15,"",223.74239727513
7961833,1,1,1,1,5,3,2,15,"",152.899328955247
7961835,1,1,1,2,4,3,2,15,"",190.195833088902
7961849,1,1,1,2,5,2,1,15,"",180.253597853051
7961856,1,1,1,3,5,1,1,15,"",298.29614306219
7961861,1,2,1,3,5,5,1,15,"",190.064841522234
7961865,1,1,1,1,5,6,1,15,"",331.858946807546
7961865,1,3,2,1,5,6,1,15,"",331.858946807546
7961865,1,4,1,1,3,6,1,15,"",331.858946807546
7961867,1,1,1,1,5,1,1,15,"",269.855948749636
7961876,1,1,2,3,5,1,2,15,"",48.5121809945958
7961877,1,1,1,1,5,1,2,15,"",35.3931132363598
7961881,1,1,1,1,5,1,2,15,"",38.9495321401529
7961881,1,2,1,4,2,1,2,15,"",38.9495321401529
7961889,1,1,1,1,5,1,2,15,"",45.3610387655757
7961906,1,1,1,1,5,6,2,68,"",202.478595438925
7961913,1,1,1,1,5,6,1,68,"",111.07881409387
7961915,1,2,1,4,4,1,2,68,"",113.723762080921
7961915,1,5,1,1,2,1,2,68,"",113.723762080921
7961916,1,1,2,2,2,3,2,68,"",126.613644236151
7961918,1,2,1,1,3,6,2,68,"",102.662233025831
7961918,1,3,1,1,2,6,2,68,"",102.662233025831
7961919,1,4,1,1,5,6,2,68,"",112.744657449715
7961921,1,2,1,1,4,1,2,68,"",103.915819952753
7961923,1,4,1,2,4,1,2,68,"",139.148178960666
7961924,1,1,2,3,4,3,2,68,"",134.803064399357
7961928,1,2,2,4,4,3,2,68,"",74.1717581397978
7961929,1,3,1,1,5,6,2,68,"",61.9395253558183
7961936,1,2,1,5,3,1,1,76,"",309.614586407265
7961939,1,1,1,2,5,8,1,76,"",346.204689197663
7961943,1,1,1,1,4,1,2,76,"",144.546019539793
7961945,1,4,2,2,3,1,2,76,"",110.873083097241
7961949,1,2,1,2,5,2,1,76,"",207.55232616261
7961949,1,3,1,2,4,6,1,76,"",207.55232616261
7961956,1,2,1,5,3,1,2,17,"",21.8236397804469
7961957,1,5,1,5,4,1,2,17,"",27.8865177280939
7961958,1,2,1,2,5,6,2,17,"",18.6540173791301
7961970,1,1,2,2,2,1,2,17,"",72.6822778239984
7961998,1,2,1,2,1,1,1,73,"",154.017974753367
7962005,1,1,1,2,5,1,1,66,"",28.8029625828907
7962007,1,1,1,1,4,1,1,66,"",26.9708416400749
7962007,1,2,1,2,1,1,1,66,"",26.9708416400749
7962008,1,1,1,1,5,3,1,66,"",18.1902091027809
7962009,1,1,1,4,5,1,1,66,"",22.8122483665676
7962009,1,2,1,1,5,1,1,66,"",22.8122483665676
7962014,1,1,2,2,2,2,1,66,"",17.8527103389118
7962016,1,1,1,2,4,1,1,66,"",38.6522941354745
7962018,1,1,1,2,5,1,1,66,"",18.52770786665
7962019,1,1,2,2,4,2,1,66,"",17.8527103389118
7962020,1,1,1,2,4,1,1,66,"",17.8527103389118
7962024,1,1,1,1,2,1,1,66,"",17.5405587776816
7962026,1,1,1,4,4,2,1,66,"",21.5860958681012
7962028,1,1,1,1,4,1,1,66,"",17.2151135410935
7962032,1,2,1,4,4,1,1,66,"",20.1982930347753
7962062,1,2,1,1,2,1,1,66,"",34.2430301135936
7962063,1,1,1,2,2,1,1,66,"",14.7797537587675
7962065,1,1,2,1,5,6,2,66,"",24.6113012902142
7962066,1,2,5,4,5,,2,66,"",42.2580745344081
7962068,1,1,1,1,5,1,2,66,"",14.5721521875561
7962071,1,1,1,1,3,2,1,66,"",15.8161607588397
7962072,1,2,2,2,2,1,1,66,"",29.2453288849145
7962076,1,1,1,2,2,3,1,66,"",19.8319436924217
7962078,1,1,2,1,5,6,2,66,"",14.5721521875561
7962081,1,1,1,1,5,6,2,66,"",14.5721521875561
7962082,1,1,2,4,4,1,2,66,"",30.8393987536476
7962084,1,1,2,2,5,3,2,66,"",14.5721521875561
7962092,1,3,1,2,2,1,1,66,"",40.9947614521417
7962108,1,1,1,2,5,2,2,66,"",20.7565685160735
7962111,1,1,2,2,5,1,2,66,"",18.2567021556087
7962116,1,2,4,1,4,,1,05,"",252.015439376546
7962117,1,1,1,5,5,1,1,05,"",197.999510041187
7962125,1,1,1,1,4,4,1,05,"",308.893452759528
7962126,1,2,1,1,5,1,1,05,"",265.314497231882
7962133,1,1,5,3,5,,1,05,"",389.229161537471
7962137,1,2,1,2,4,1,1,05,"",550.968292735481
7962142,1,1,1,2,4,6,1,05,"",248.272333225323
7962149,1,1,1,1,5,6,1,05,"",376.819558020833
7962154,1,1,1,6,5,1,1,05,"",230.562989934183
7962155,1,2,1,1,5,6,1,05,"",268.733127750756
7962165,1,1,1,1,5,1,1,23,"",129.158146772526
7962169,1,1,1,5,4,1,1,23,"",204.322722399537
7962171,1,1,1,5,5,1,1,23,"",174.85757051305
7962173,1,1,2,2,5,1,1,23,"",165.639877983269
7962175,1,1,1,2,5,1,1,23,"",193.149474308926
7962175,1,2,1,2,3,1,1,23,"",193.149474308926
7962175,1,5,1,5,5,6,1,23,"",193.149474308926
7962177,1,1,1,2,4,2,1,23,"",190.02243205635
7962180,1,1,1,1,5,1,1,23,"",102.317768270635
7962181,1,1,1,1,2,1,1,23,"",139.805654313144
7962182,1,1,1,2,5,1,1,23,"",86.2725717576702
7962185,1,1,1,5,5,1,1,23,"",157.320879069111
7962197,1,1,1,2,4,1,1,23,"",313.0518180873
7962197,1,2,1,2,5,1,1,23,"",313.0518180873
7962202,1,1,1,1,5,1,2,23,"",132.632117150853
7962209,1,1,1,1,4,6,1,05,"",15.9163792712955
7962219,1,1,1,2,3,6,1,05,05,72.997195803939
7962224,1,1,1,1,4,1,1,05,05,101.180214401622
7962228,1,1,1,2,4,1,1,05,05,111.666593102069
7962239,1,4,1,1,2,6,1,05,05,54.9996295366003
7962240,1,2,1,5,3,1,1,05,05,130.519394534885
7962247,1,3,2,2,3,3,1,05,05,103.609975512207
7962271,1,1,1,5,4,1,1,05,05,77.6395958142239
7962282,1,3,1,2,2,2,1,05,05,768.915120786281
7962284,1,3,1,1,3,1,1,05,05,87.3573212742632
7962285,1,1,1,5,2,4,1,05,05,95.8618907586663
7962297,1,1,1,5,4,1,1,05,05,95.0763328631446
7962307,1,2,1,5,4,6,1,05,05,75.9335738772252
7962311,1,1,1,1,2,6,1,05,05,95.451707002642
7962317,1,2,1,5,5,6,1,05,05,91.0256176200003
7962324,1,1,1,2,5,1,1,05,05,210.903056565366
7962330,1,2,1,5,2,1,1,05,05,100.610176465604
7962334,1,1,1,5,5,6,1,05,05,78.0219579600003
7962340,1,1,1,5,5,1,1,05,05,79.7003245954864
7962348,1,2,1,1,5,6,1,05,05,71.5697440537144
7962355,1,2,1,1,4,6,1,08,08,63.8296571590278
7962356,1,1,1,2,5,1,1,08,08,62.5397608772783
7962358,1,2,1,5,4,1,1,08,08,63.7572259610909
7962359,1,2,1,4,3,1,1,08,08,74.1615517408397
7962359,1,3,1,2,3,1,1,08,08,74.1615517408397
7962360,1,2,1,1,4,3,1,08,08,90.813842090207
7962361,1,2,2,1,3,2,1,08,08,96.5112077583593
7962368,1,2,1,4,5,6,1,08,08,55.1811002473603
7962381,1,1,1,1,4,6,1,08,08,82.9955847585176
7962389,1,1,1,1,5,1,1,08,08,59.2034238334265
7962389,2,1,1,1,4,1,1,08,08,59.2034238334265
7962389,3,1,1,1,4,1,1,08,08,59.2034238334265
7962392,1,1,1,1,5,1,1,08,08,72.2753887747887
7962397,1,1,4,5,2,,1,08,08,79.7445321758126
7962403,1,2,1,1,1,1,1,08,08,64.7666003767994
7962404,1,1,1,1,2,1,1,08,08,39.8268149933465
7962414,1,1,1,1,4,1,1,08,08,48.4395913881411
7962415,1,1,1,2,5,2,1,08,08,61.8710093196738
7962416,1,1,1,1,4,6,1,08,08,54.5657954539085
7962417,1,1,1,1,2,4,1,08,08,65.0900178082995
7962418,1,1,1,5,5,1,1,08,08,67.3364075484134
7962418,1,2,1,4,5,1,1,08,08,67.3364075484134
7962418,1,3,1,2,3,1,1,08,08,67.3364075484134
7962419,1,3,1,1,1,6,1,08,08,47.2748770789174
7962420,1,1,1,1,3,1,1,08,08,58.0969093309623
7962421,1,1,1,1,5,1,1,08,08,71.4416887834196
7962423,1,3,1,1,4,6,1,08,08,77.0615576279386
7962426,1,1,1,4,2,6,1,08,08,50.9364382504901
7962430,1,1,1,1,5,4,1,08,08,43.145716242792
7962430,1,2,1,2,3,1,1,08,08,43.145716242792
7962431,1,2,1,4,1,2,1,08,08,65.346378555464
7962432,1,1,1,2,5,2,1,08,08,67.8006915853058
7962432,1,2,1,3,1,1,1,08,08,67.8006915853058
7962432,1,4,2,1,1,1,1,08,08,67.8006915853058
7962434,1,1,1,1,5,6,1,08,08,55.8598912568467
7962435,1,1,1,1,4,6,1,08,08,52.8579019657781
7962436,4,1,1,1,5,6,1,08,08,35.7355171740628
7962440,1,1,1,5,4,3,1,08,08,56.1137285735236
7962443,1,1,1,1,2,1,1,08,08,37.9016664347023
7962443,1,3,1,1,4,1,1,08,08,37.9016664347023
7962444,1,1,1,1,5,1,1,08,08,57.9708847464451
7962449,1,1,1,1,5,6,1,08,08,72.6108156167691
7962449,1,2,1,5,1,4,1,08,08,72.6108156167691
7962454,1,1,1,2,3,1,1,08,08,69.3862734044826
7962454,1,4,1,1,2,1,1,08,08,69.3862734044826
7962456,1,1,1,2,1,1,1,08,08,87.4204980163846
7962458,1,3,1,2,3,1,1,08,08,90.7375814601236
7962459,1,1,1,5,4,6,1,08,08,79.39375011679
7962460,1,1,1,2,5,1,1,08,08,68.8254681544817
7962463,1,1,1,5,3,1,1,08,08,65.9032499684341
7962467,1,1,1,5,4,1,1,08,08,150.359225496516
7962469,1,1,1,1,3,1,1,08,08,69.0990038146738
7962473,1,1,1,1,4,1,1,08,08,102.607859121392
7962476,1,2,1,5,2,1,1,08,08,66.8088395333434
7962480,1,1,1,2,5,1,1,08,08,51.7748594913504
7962482,1,1,1,5,5,4,1,08,08,66.9218627052819
7962487,1,1,2,1,5,1,1,08,08,129.753519987112
7962489,1,2,1,1,5,1,1,08,08,84.4513520522645
7962493,1,2,3,5,3,6,1,08,08,86.8925007066481
7962493,1,3,1,1,4,4,1,08,08,86.8925007066481
7962498,1,1,1,1,4,1,1,08,08,75.3059438433529
7962500,1,2,1,2,5,1,1,08,08,60.8071233569129
7962500,1,5,1,1,1,2,1,08,08,60.8071233569129
7962503,1,1,1,1,4,1,1,08,08,94.4110594759437
